,Latitude,Longitude,BirthDate,BirthDateTime,SeasonRegressionEncoding,SeasonFrankHalEncodingSpring,SeasonFrankHalEncodingSummer,SeasonFrankHalEncodingFall,sunriseTimeRaw,sunsetTimeRaw,moonPhase,precipIntensityMax,precipProbability,precipTypeRaw,temperatureHigh,temperatureLow,dewPoint,humidity,windSpeed,cloudCover,uvIndex,visibility,sunriseTimeMinute,sunsetTimeMinute,dayDuration,temperatureChange,PrecipType_None,PrecipType_rain,PrecipType_snow
700,38.726646,-77.2248,1520603591,2018-03-09 13:53:11,1,1,0,0,1520595000.0,1520637060.0,0.77,0.0,0.0,None,44.43,24.78,15.88,0.42,6.09,0.14,5.0,4.727,690.0,1391.0,701.0,19.65,1,0,0
701,37.70967,-118.74238,1547543323,2019-01-15 09:08:43,0,0,0,0,1547565000.0,1547600460.0,0.31,0.0138,0.61,snow,30.69,27.15,24.26,0.9,2.7,1.0,2.0,6.469,910.0,1501.0,591.0,3.5400000000000027,0,0,1
702,37.717953,-87.50819,1517936145,2018-02-06 16:55:45,0,0,0,0,1517921400.0,1517959200.0,0.73,0.0409,0.92,snow,36.24,25.17,24.52,0.75,4.61,0.92,3.0,9.788,770.0,1400.0,630.0,11.07,0,0,1
703,44.775738,-84.61509,1544880063,2018-12-15 13:21:03,0,0,0,0,1544879460.0,1544911200.0,0.27,0.0,0.0,None,43.25,20.96,24.32,0.84,2.09,0.01,1.0,6.353,791.0,1320.0,529.0,22.29,1,0,0
707,47.655792,-117.269325,1524482896,2018-04-23 11:28:16,1,1,0,0,1524487560.0,1524538260.0,0.3,0.0017,0.01,snow,65.31,35.07,28.16,0.48,2.44,0.04,8.0,5.456,766.0,1611.0,845.0,30.240000000000002,0,0,1
708,39.67218,-87.22778,1529898384,2018-06-25 03:46:24,2,1,1,0,1529835780.0,1529889720.0,0.4,0.0074,0.09,rain,83.11,67.56,63.8,0.78,2.11,0.32,8.0,7.744,623.0,1522.0,899.0,15.549999999999997,0,1,0
716,41.386345,-76.438225,1530910322,2018-07-06 20:52:02,2,1,1,0,1530870000.0,1530924180.0,0.77,0.0035,0.34,rain,77.59,46.73,63.54,0.8,5.3,0.33,8.0,9.215,580.0,1483.0,903.0,30.860000000000007,0,1,0
717,42.1095,-86.19282,1534407461,2018-08-16 08:17:41,2,1,1,0,1534416900.0,1534466760.0,0.21,0.0,0.0,None,81.76,65.78,67.05,0.82,2.25,0.62,5.0,8.387,655.0,1486.0,831.0,15.980000000000004,1,0,0
718,39.960266,-88.533,1529681851,2018-06-22 15:37:31,2,1,1,0,1529663220.0,1529717280.0,0.34,0.0399,0.83,rain,73.99,63.66,55.04,0.68,5.53,0.92,7.0,8.902,627.0,1528.0,901.0,10.329999999999998,0,1,0
719,32.81871,-93.48345,1532149425,2018-07-21 05:03:45,2,1,1,0,1532172120.0,1532222460.0,0.32,0.0,0.0,None,103.39,76.6,69.46,0.55,5.62,0.03,10.0,9.997,682.0,1521.0,839.0,26.790000000000006,1,0,0
720,42.685074,-97.2355,1538444712,2018-10-02 01:45:12,3,1,1,1,1538396880.0,1538439120.0,0.74,0.0049,0.52,rain,53.7,48.09,45.15,0.85,6.5,0.99,3.0,9.139,748.0,1452.0,704.0,5.609999999999999,0,1,0
723,40.934147,-92.37055,1545707543,2018-12-25 03:12:23,0,0,0,0,1545658380.0,1545691620.0,0.59,0.028,0.02,snow,44.43,31.16,25.55,0.81,3.96,0.32,2.0,4.395,813.0,1367.0,554.0,13.27,0,0,1
724,34.165882,-93.31759,1544276388,2018-12-08 13:39:48,0,0,0,0,1544274480.0,1544310300.0,0.06,0.083,0.72,rain,37.53,33.69,35.95,1.0,10.1,1.0,2.0,7.751,788.0,1385.0,597.0,3.8400000000000034,0,1,0
732,43.205086,-109.640175,1554804223,2019-04-09 10:03:43,1,1,0,0,1554814020.0,1554861300.0,0.16,0.0245,0.91,snow,33.91,17.09,27.14,1.0,7.87,0.92,6.0,9.463,767.0,1555.0,788.0,16.819999999999997,0,0,1
734,42.105873,-92.21065,1531894661,2018-07-18 06:17:41,2,1,1,0,1531911000.0,1531964520.0,0.23,0.0032,0.08,rain,84.72,64.16,65.15,0.75,3.52,0.12,9.0,7.451,650.0,1542.0,892.0,20.560000000000002,0,1,0
735,29.535637,-84.74038,1529558507,2018-06-21 05:21:47,2,1,1,0,1529577660.0,1529628180.0,0.31,0.0,0.0,None,92.41,78.27,76.44,0.78,6.12,0.21,8.0,9.997,641.0,1483.0,842.0,14.14,1,0,0
736,41.351025,-106.20104,1538703056,2018-10-05 01:30:56,3,1,1,1,1538658360.0,1538700180.0,0.85,0.0403,0.94,rain,44.59,35.25,38.7,0.96,10.91,0.77,5.0,1.793,786.0,1483.0,697.0,9.340000000000003,0,1,0
737,39.2795,-93.92467,1522314777,2018-03-29 09:12:57,1,1,0,0,1522325160.0,1522370220.0,0.45,0.0009,0.15,rain,45.19,29.03,39.29,0.87,3.24,0.79,4.0,7.165,726.0,1477.0,751.0,16.159999999999997,0,1,0
738,42.642384,-90.26897,1531901212,2018-07-18 08:06:52,2,1,1,0,1531910460.0,1531964160.0,0.23,0.0,0.0,None,80.13,60.41,62.77,0.76,4.85,0.23,9.0,9.997,641.0,1536.0,895.0,19.72,1,0,0
739,48.740757,-102.579605,1520947991,2018-03-13 13:33:11,1,1,0,0,1520946540.0,1520988840.0,0.89,0.0067,0.24,snow,34.53,13.25,17.23,0.81,11.36,0.04,4.0,9.496,789.0,1494.0,705.0,21.28,0,0,1
746,37.39154,-112.11044,1537491316,2018-09-21 00:55:16,3,1,1,1,1537449360.0,1537493400.0,0.38,0.0,0.0,None,76.83,44.21,16.8,0.22,4.01,0.0,8.0,9.997,796.0,1530.0,734.0,32.62,1,0,0
747,44.741474,-89.62473,1538146544,2018-09-28 14:55:44,3,1,1,1,1538135640.0,1538178360.0,0.63,0.0,0.0,None,54.22,29.58,37.49,0.72,10.19,0.51,4.0,9.812,714.0,1426.0,712.0,24.64,1,0,0
748,32.884396,-92.33153,1526385530,2018-05-15 11:58:50,1,1,0,0,1526382660.0,1526432580.0,0.02,0.0234,0.12,rain,89.87,64.02,68.04,0.74,1.84,0.09,11.0,9.196,671.0,1503.0,832.0,25.85000000000001,0,1,0
753,36.529106,-98.67704,1537189431,2018-09-17 13:03:51,3,1,1,1,1537186800.0,1537231260.0,0.28,0.0,0.0,None,93.6,67.17,69.02,0.72,10.82,0.06,8.0,9.248,740.0,1481.0,741.0,26.429999999999993,1,0,0
758,46.55888,-104.54815,1516019319,2018-01-15 12:28:39,0,0,0,0,1516027140.0,1516059540.0,0.97,0.0,0.0,None,-2.13,-17.84,-16.87,0.69,5.53,0.18,1.0,9.997,879.0,1419.0,540.0,15.71,1,0,0
761,48.30433,-101.31096,1530862532,2018-07-06 07:35:32,2,1,1,0,1530874380.0,1530931740.0,0.77,0.0,0.0,None,88.02,72.48,64.52,0.71,11.14,0.3,9.0,9.997,653.0,1609.0,956.0,15.539999999999992,1,0,0
764,42.133644,-97.28109,1529337229,2018-06-18 15:53:49,2,1,1,0,1529319240.0,1529374140.0,0.2,0.456,0.56,rain,87.41,68.03,71.39,0.93,5.25,0.79,7.0,9.598,654.0,1569.0,915.0,19.379999999999995,0,1,0
767,47.87515,-103.42708,1553026338,2019-03-19 20:12:18,1,1,0,0,1553000400.0,1553043960.0,0.46,0.0,0.0,None,42.99,28.77,28.52,0.85,8.85,0.0,5.0,9.426,780.0,1506.0,726.0,14.220000000000002,1,0,0
768,28.617985,-98.57683,1543272929,2018-11-26 22:55:29,3,1,1,1,1543237620.0,1543275540.0,0.64,0.0,0.0,None,64.0,32.18,28.98,0.41,4.89,0.21,4.0,9.997,787.0,1419.0,632.0,31.82,1,0,0
770,38.85852,-95.90258,1537765072,2018-09-24 04:57:52,3,1,1,1,1537704840.0,1537748460.0,0.47,0.0,0.0,None,80.91,54.92,53.67,0.75,3.42,0.02,7.0,9.683,734.0,1461.0,727.0,25.989999999999995,1,0,0
774,36.7798,-95.19811,1515462471,2018-01-09 01:47:51,0,0,0,0,1515418500.0,1515453720.0,0.76,0.0544,0.37,rain,48.55,27.42,32.38,0.85,1.35,0.25,2.0,6.012,815.0,1402.0,587.0,21.129999999999995,0,1,0
777,34.58501,-101.75422,1551428688,2019-03-01 08:24:48,1,1,0,0,1551446280.0,1551487440.0,0.86,0.0,0.0,None,72.49,28.21,25.52,0.53,10.46,0.0,6.0,9.997,798.0,1484.0,686.0,44.279999999999994,1,0,0
778,38.66418,-105.26705,1526651804,2018-05-18 13:56:44,1,1,0,0,1526644080.0,1526695800.0,0.14,0.0717,0.36,rain,65.42,42.28,34.27,0.52,5.98,0.36,10.0,7.891,708.0,1570.0,862.0,23.14,0,1,0
781,31.462654,-84.48064,1542954950,2018-11-23 06:35:50,3,1,1,1,1542975240.0,1543012620.0,0.53,0.0,0.0,None,57.43,53.09,46.63,0.82,8.55,0.86,3.0,9.885,734.0,1357.0,623.0,4.339999999999996,1,0,0
784,37.75909,-80.476776,1519974128,2018-03-02 07:02:08,1,1,0,0,1519991580.0,1520032680.0,0.54,0.0032,0.28,rain,38.26,26.24,24.51,0.7,13.6,0.82,4.0,7.81,713.0,1398.0,685.0,12.02,0,1,0
785,31.29315,-91.83464,1546344429,2019-01-01 12:07:09,0,0,0,0,1546348020.0,1546384620.0,0.88,0.002,0.19,rain,63.1,49.19,49.55,0.83,5.74,0.46,3.0,9.216,787.0,1397.0,610.0,13.910000000000004,0,1,0
788,35.429028,-85.91225,1524726794,2018-04-26 07:13:14,1,1,0,0,1524740280.0,1524788820.0,0.4,0.1244,0.94,rain,54.32,46.13,50.39,0.94,1.11,0.79,8.0,7.559,658.0,1467.0,809.0,8.189999999999998,0,1,0
789,39.14758,-99.100365,1556803500,2019-05-02 13:25:00,1,1,0,0,1556797080.0,1556847060.0,0.94,0.0222,0.75,rain,61.46,46.5,41.4,0.76,7.11,0.78,8.0,8.131,698.0,1531.0,833.0,14.96,0,1,0
794,45.957592,-121.71166,1525326876,2018-05-03 05:54:36,1,1,0,0,1525265580.0,1525317420.0,0.6,0.0215,0.18,rain,64.87,38.14,39.58,0.74,3.17,0.0,9.0,9.997,773.0,1637.0,864.0,26.730000000000004,0,1,0
795,36.355976,-81.35582,1517288465,2018-01-30 05:01:05,0,0,0,0,1517315340.0,1517352660.0,0.48,0.011,0.24,snow,27.3,17.03,14.1,0.67,9.46,0.54,3.0,7.807,749.0,1371.0,622.0,10.27,0,0,1
799,47.991806,-84.748,1518459339,2018-02-12 18:15:39,0,0,0,0,1518439860.0,1518476280.0,0.91,0.0,0.0,None,8.85,1.9,-4.53,0.7,5.14,0.15,2.0,10.0,771.0,1378.0,607.0,6.949999999999999,1,0,0
800,48.418476,-95.67282,1547497243,2019-01-14 20:20:43,0,0,0,0,1547475060.0,1547506500.0,0.28,0.0014,0.13,snow,21.34,12.93,16.81,0.93,4.44,0.62,1.0,4.22,851.0,1375.0,524.0,8.41,0,0,1
801,41.50296,-122.62239,1529983925,2018-06-26 03:32:05,2,1,1,0,1529930340.0,1529985000.0,0.44,0.0,0.0,None,80.38,44.57,39.08,0.37,5.61,0.0,11.0,9.997,759.0,1670.0,911.0,35.809999999999995,1,0,0
803,42.92679,-85.750656,1520345385,2018-03-06 14:09:45,1,1,0,0,1520338320.0,1520379600.0,0.68,0.0338,0.78,snow,39.35,26.73,28.87,0.83,2.99,0.99,3.0,6.434,732.0,1420.0,688.0,12.620000000000001,0,0,1
806,34.628742,-117.97785,1520679194,2018-03-10 10:53:14,1,1,0,0,1520691000.0,1520733420.0,0.8,0.0429,1.0,rain,59.18,49.61,46.47,0.73,4.13,0.9,4.0,9.321,850.0,1557.0,707.0,9.57,0,1,0
808,40.924183,-82.74929,1538373420,2018-10-01 05:57:00,3,1,1,1,1538393340.0,1538435700.0,0.74,0.0,0.0,None,82.97,67.3,57.45,0.72,2.42,0.01,5.0,2.543,689.0,1395.0,706.0,15.670000000000002,1,0,0
809,28.945518,-98.37008,1529674714,2018-06-22 13:38:34,2,1,1,0,1529667420.0,1529717820.0,0.34,0.0,0.0,None,98.76,75.87,72.09,0.66,6.3,0.47,6.0,8.468,697.0,1537.0,840.0,22.89,1,0,0
810,29.84029,-100.20965,1554715939,2019-04-08 09:32:19,1,1,0,0,1554726180.0,1554771840.0,0.12,0.0,0.0,None,85.87,55.39,46.19,0.51,6.0,0.0,10.0,9.997,743.0,1504.0,761.0,30.480000000000004,1,0,0
812,34.42724,-89.1287,1520017856,2018-03-02 19:10:56,1,1,0,0,1519993500.0,1520034900.0,0.54,0.001,0.1,rain,60.42,34.99,37.95,0.68,2.74,0.1,6.0,9.718,745.0,1435.0,690.0,25.43,0,1,0
813,43.871174,-119.247925,1541504436,2018-11-06 11:40:36,3,1,1,1,1541515320.0,1541551320.0,0.98,0.0,0.0,None,43.16,15.76,22.84,0.73,4.41,0.25,2.0,9.997,882.0,1482.0,600.0,27.4,1,0,0
814,47.74999,-84.71669,1523275438,2018-04-09 12:03:58,1,1,0,0,1523271720.0,1523319660.0,0.8,0.0,0.0,None,32.49,1.4,9.38,0.7,3.63,0.76,4.0,10.0,662.0,1461.0,799.0,31.090000000000003,1,0,0
815,38.520847,-78.57782,1527752872,2018-05-31 07:47:52,1,1,0,0,1527760440.0,1527813180.0,0.57,0.1419,0.94,rain,82.86,63.98,69.82,0.92,2.69,0.78,6.0,7.319,594.0,1473.0,879.0,18.880000000000003,0,1,0
816,34.705917,-96.94128,1544464150,2018-12-10 17:49:10,0,0,0,0,1544448360.0,1544483940.0,0.12,0.0013,0.13,rain,52.97,27.83,26.63,0.7,1.01,0.02,3.0,9.836,806.0,1399.0,593.0,25.14,0,1,0
817,39.392242,-112.13601,1527700956,2018-05-30 17:22:36,1,1,0,0,1527681960.0,1527734940.0,0.55,0.0069,0.08,rain,79.2,54.11,36.92,0.39,7.08,0.05,11.0,9.997,726.0,1609.0,883.0,25.090000000000003,0,1,0
818,42.235413,-98.40135,1546970747,2019-01-08 18:05:47,0,0,0,0,1546956180.0,1546989600.0,0.09,0.0839,0.96,rain,40.43,19.04,24.59,0.65,14.96,0.14,2.0,9.997,843.0,1400.0,557.0,21.39,0,1,0
819,51.106743,-100.15175,1520986497,2018-03-14 00:14:57,1,1,0,0,1520946000.0,1520988180.0,0.89,0.0,0.0,None,40.5,14.29,18.29,0.69,12.11,0.02,4.0,8.996,780.0,1483.0,703.0,26.21,1,0,0
820,38.70649,-94.85912,1545078650,2018-12-17 20:30:50,0,0,0,0,1545053580.0,1545087660.0,0.33,0.0,0.0,None,56.15,30.2,25.92,0.63,3.36,0.0,2.0,9.985,813.0,1381.0,568.0,25.95,1,0,0
823,40.76163,-98.936195,1531335919,2018-07-11 19:05:19,2,1,1,0,1531307760.0,1531361340.0,0.96,0.0,0.0,None,93.41,70.78,67.74,0.65,8.19,0.02,10.0,9.063,676.0,1569.0,893.0,22.629999999999995,1,0,0
824,28.693033,-95.84601,1528709423,2018-06-11 09:30:23,2,1,1,0,1528716360.0,1528766580.0,0.93,0.0,0.0,None,88.82,80.64,76.32,0.77,16.02,0.4,9.0,8.253,686.0,1523.0,837.0,8.179999999999993,1,0,0
826,47.761,-77.99463,1526282631,2018-05-14 07:23:51,1,1,0,0,1526290560.0,1526344980.0,0.98,0.0,0.0,None,70.55,35.31,32.03,0.37,8.07,0.46,7.0,9.771,576.0,1483.0,907.0,35.239999999999995,1,0,0
827,33.491024,-82.50544,1527742019,2018-05-31 04:46:59,1,1,0,0,1527762180.0,1527813360.0,0.57,0.0474,0.9,rain,88.4,66.68,70.79,0.81,4.46,0.74,6.0,9.186,623.0,1476.0,853.0,21.72,0,1,0
828,45.70502,-119.236855,1550670236,2019-02-20 13:43:56,0,0,0,0,1550674320.0,1550712720.0,0.56,0.0113,0.89,rain,33.41,27.56,28.67,0.9,4.96,0.97,2.0,8.404,892.0,1532.0,640.0,5.849999999999998,0,1,0
830,35.959217,-108.78999,1534729916,2018-08-20 01:51:56,2,1,1,0,1534682340.0,1534730520.0,0.31,0.0,0.0,None,78.2,52.64,26.9,0.27,3.95,0.02,11.0,9.424,759.0,1562.0,803.0,25.560000000000002,1,0,0
832,46.206608,-87.99763,1556562866,2019-04-29 18:34:26,1,1,0,0,1556534580.0,1556585880.0,0.84,0.019,0.86,rain,38.82,31.65,27.7,0.74,2.67,0.99,4.0,9.644,643.0,1498.0,855.0,7.170000000000002,0,1,0
838,31.253838,-97.59742,1531992767,2018-07-19 09:32:47,2,1,1,0,1532000400.0,1532050500.0,0.26,0.0,0.0,None,105.65,75.58,65.38,0.48,8.15,0.09,11.0,9.982,700.0,1535.0,835.0,30.070000000000007,1,0,0
841,32.548573,-99.81226,1532878530,2018-07-29 15:35:30,2,1,1,0,1532865180.0,1532914860.0,0.57,0.0,0.0,None,102.63,80.34,58.49,0.36,8.73,0.16,9.0,9.997,713.0,1541.0,828.0,22.289999999999992,1,0,0
842,33.384087,-95.86951,1524275551,2018-04-21 01:52:31,1,1,0,0,1524224880.0,1524272340.0,0.18,0.0,0.0,None,67.8,51.85,39.77,0.56,7.1,0.0,10.0,9.997,708.0,1499.0,791.0,15.949999999999996,1,0,0
843,39.73371,-121.82456,1525251110,2018-05-02 08:51:50,1,1,0,0,1525266420.0,1525316640.0,0.6,0.0,0.0,None,83.58,54.27,38.61,0.39,2.32,0.09,9.0,9.896,787.0,1624.0,837.0,29.309999999999995,1,0,0
844,32.124207,-90.40783,1516095877,2018-01-16 09:44:37,0,0,0,0,1516107840.0,1516144920.0,0.0,0.0005,0.07,snow,30.47,9.77,20.44,0.79,8.03,0.76,3.0,7.455,784.0,1402.0,618.0,20.7,0,0,1
847,47.515,-116.59885,1533609709,2018-08-07 02:41:49,2,1,1,0,1533558720.0,1533611700.0,0.84,0.0,0.0,None,89.81,58.33,42.71,0.36,3.3,0.01,8.0,1.502,752.0,1635.0,883.0,31.480000000000004,1,0,0
850,44.813198,-92.70555,1515891224,2018-01-14 00:53:44,0,0,0,0,1515851220.0,1515884100.0,0.91,0.0,0.0,None,3.51,-11.56,-12.56,0.71,1.45,0.0,1.0,10.0,827.0,1375.0,548.0,15.07,1,0,0
851,35.9341,-78.763565,1531697031,2018-07-15 23:23:51,2,1,1,0,1531649460.0,1531701180.0,0.11,0.0,0.0,None,92.52,74.07,66.53,0.65,5.62,0.55,6.0,9.994,611.0,1473.0,862.0,18.450000000000003,1,0,0
854,41.461155,-80.87546,1528601908,2018-06-10 03:38:28,2,1,1,0,1528537860.0,1528592220.0,0.86,0.0103,0.13,rain,74.16,61.89,58.59,0.73,3.61,0.75,6.0,6.976,591.0,1497.0,906.0,12.269999999999996,0,1,0
858,36.48455,-91.43373,1540582089,2018-10-26 19:28:09,3,1,1,1,1540556700.0,1540595820.0,0.58,0.0194,0.98,rain,52.63,37.55,47.69,0.89,4.91,0.97,3.0,8.956,745.0,1397.0,652.0,15.080000000000005,0,1,0
862,28.531319,-82.698296,1534152260,2018-08-13 09:24:20,2,1,1,0,1534158060.0,1534205580.0,0.1,0.1229,1.0,rain,88.95,72.78,74.09,0.83,2.69,0.52,8.0,9.546,661.0,1453.0,792.0,16.17,0,1,0
863,42.31729,-110.380394,1542725602,2018-11-20 14:53:22,3,1,1,1,1542723600.0,1542758220.0,0.43,0.0,0.0,None,39.3,7.55,12.6,0.71,4.12,0.0,2.0,9.997,860.0,1437.0,577.0,31.749999999999996,1,0,0
864,34.941677,-79.54655,1520256565,2018-03-05 13:29:25,1,1,0,0,1520250180.0,1520291940.0,0.64,0.0,0.0,None,59.87,41.4,26.25,0.55,2.11,0.04,6.0,9.873,703.0,1399.0,696.0,18.47,1,0,0
872,48.53614,-106.93377,1536009736,2018-09-03 21:22:16,3,1,1,1,1535977800.0,1536025620.0,0.79,0.0078,0.19,rain,85.24,43.21,40.78,0.53,11.42,0.0,6.0,9.997,750.0,1547.0,797.0,42.029999999999994,0,1,0
874,43.465717,-108.38507,1551981934,2019-03-07 18:05:34,1,1,0,0,1551966060.0,1552007460.0,0.05,0.0,0.0,None,30.29,16.97,20.09,0.97,3.75,0.46,5.0,9.762,821.0,1511.0,690.0,13.32,1,0,0
875,35.596516,-112.47054,1533293049,2018-08-03 10:44:09,2,1,1,0,1533300060.0,1533349980.0,0.73,0.0033,0.11,rain,86.72,60.52,52.07,0.48,5.81,0.34,10.0,4.72,761.0,1593.0,832.0,26.199999999999996,0,1,0
876,32.125843,-83.16514,1547698884,2019-01-17 04:21:24,0,0,0,0,1547642100.0,1547679120.0,0.34,0.0,0.0,None,60.68,29.6,33.68,0.78,1.24,0.21,4.0,6.701,755.0,1372.0,617.0,31.08,1,0,0
877,32.93874,-108.26305,1520262941,2018-03-05 15:15:41,1,1,0,0,1520257020.0,1520298900.0,0.65,0.0,0.0,None,54.75,27.32,13.49,0.36,3.53,0.43,7.0,9.997,817.0,1515.0,698.0,27.43,1,0,0
878,39.27153,-83.942635,1529440001,2018-06-19 20:26:41,2,1,1,0,1529403000.0,1529456820.0,0.24,0.1199,0.36,rain,88.56,68.2,72.19,0.76,4.06,0.31,8.0,4.042,610.0,1507.0,897.0,20.36,0,1,0
879,34.43786,-109.62924,1543822345,2018-12-03 07:32:25,0,0,0,0,1543846200.0,1543882200.0,0.9,0.0023,0.14,snow,41.62,14.16,16.18,0.67,3.41,0.09,3.0,9.986,850.0,1450.0,600.0,27.459999999999997,0,0,1
880,46.175484,-103.88792,1537230289,2018-09-18 00:24:49,3,1,1,1,1537187880.0,1537232700.0,0.29,0.0,0.0,None,72.4,42.86,47.33,0.72,7.41,0.51,4.0,5.305,758.0,1505.0,747.0,29.540000000000006,1,0,0
882,33.559853,-89.45617,1524898856,2018-04-28 07:00:56,1,1,0,0,1524913980.0,1524962400.0,0.47,0.0,0.0,None,79.5,49.64,49.14,0.68,2.05,0.01,10.0,9.662,673.0,1480.0,807.0,29.86,1,0,0
883,44.19303,-107.1055,1531135355,2018-07-09 11:22:35,2,1,1,0,1531136100.0,1531191240.0,0.88,0.0403,0.62,rain,65.86,55.52,46.8,0.63,7.11,0.15,10.0,1.975,695.0,1614.0,919.0,10.339999999999996,0,1,0
885,48.81258,-103.48871,1517005292,2018-01-26 22:21:32,0,0,0,0,1516977120.0,1517010180.0,0.33,0.0,0.0,None,26.4,3.03,18.25,0.88,12.08,0.45,1.0,2.341,872.0,1423.0,551.0,23.369999999999997,1,0,0
887,45.844543,-100.25355,1540341182,2018-10-24 00:33:02,3,1,1,1,1540300200.0,1540338180.0,0.48,0.0,0.0,None,55.74,42.41,24.11,0.61,9.01,0.03,3.0,9.997,790.0,1423.0,633.0,13.330000000000005,1,0,0
892,31.557125,-110.91371,1522157953,2018-03-27 13:39:13,1,1,0,0,1522156740.0,1522201260.0,0.38,0.0,0.0,None,60.02,30.69,20.61,0.37,4.61,0.25,7.0,9.997,799.0,1541.0,742.0,29.330000000000002,1,0,0
893,29.376436,-99.72568,1518681738,2018-02-15 08:02:18,0,0,0,0,1518700740.0,1518741000.0,0.01,0.0079,0.78,rain,74.98,58.23,61.8,0.9,4.04,0.74,4.0,6.245,799.0,1470.0,671.0,16.750000000000007,0,1,0
902,39.13544,-107.13195,1536893423,2018-09-14 02:50:23,3,1,1,1,1536843000.0,1536888120.0,0.16,0.0,0.0,None,71.55,39.28,18.19,0.26,5.88,0.0,8.0,8.107,770.0,1522.0,752.0,32.269999999999996,1,0,0
905,43.687534,-103.2382,1527295115,2018-05-26 00:38:35,1,1,0,0,1527247200.0,1527301380.0,0.39,0.0221,0.41,rain,81.34,59.17,52.44,0.52,5.65,0.2,8.0,9.997,680.0,1583.0,903.0,22.17,0,1,0
906,32.17904,-99.48255,1547725812,2019-01-17 11:50:12,0,0,0,0,1547732400.0,1547769480.0,0.38,0.0,0.0,None,64.76,45.03,40.62,0.67,6.16,0.03,4.0,9.932,820.0,1438.0,618.0,19.730000000000004,1,0,0
907,37.297165,-79.52683,1529637504,2018-06-22 03:18:24,2,1,1,0,1529575140.0,1529628180.0,0.31,0.0764,0.56,rain,87.04,70.58,69.23,0.74,2.42,0.56,7.0,9.64,599.0,1483.0,884.0,16.460000000000008,0,1,0
909,39.82651,-100.575264,1543785866,2018-12-02 21:24:26,0,0,0,0,1543758420.0,1543792740.0,0.86,0.0108,0.24,snow,31.38,19.92,28.58,1.0,7.78,1.0,2.0,6.024,827.0,1399.0,572.0,11.459999999999997,0,0,1
910,40.382893,-108.538506,1555247777,2019-04-14 13:16:17,1,1,0,0,1555245480.0,1555293180.0,0.34,0.0,0.0,None,57.24,46.02,25.77,0.52,11.22,0.5,8.0,9.997,758.0,1553.0,795.0,11.219999999999999,1,0,0
913,42.27723,-96.71831,1527145834,2018-05-24 07:10:34,1,1,0,0,1527159540.0,1527213060.0,0.35,0.0,0.0,None,88.28,62.51,63.9,0.68,11.94,0.12,10.0,9.997,659.0,1551.0,892.0,25.770000000000003,1,0,0
914,40.194023,-112.30784,1548203751,2019-01-23 00:35:51,0,0,0,0,1548168420.0,1548203820.0,0.58,0.0045,0.25,snow,27.2,12.25,13.28,0.73,7.03,0.24,3.0,9.997,887.0,1477.0,590.0,14.95,0,0,1
915,47.804695,-109.34091,1517044852,2018-01-27 09:20:52,0,0,0,0,1517064660.0,1517098260.0,0.37,0.0,0.0,None,19.62,10.49,6.94,0.7,8.2,0.65,1.0,9.025,891.0,1451.0,560.0,9.13,1,0,0
916,46.844425,-89.71362,1519067180,2018-02-19 19:06:20,0,0,0,0,1519045020.0,1519083060.0,0.14,0.015,0.56,snow,19.47,17.26,17.01,0.92,1.99,1.0,2.0,6.366,777.0,1411.0,634.0,2.2099999999999973,0,0,1
917,41.73785,-86.21841,1518585664,2018-02-14 05:21:04,0,0,0,0,1518612180.0,1518650280.0,0.98,0.0261,0.27,rain,44.51,37.34,30.93,0.85,4.49,0.42,3.0,4.356,763.0,1398.0,635.0,7.169999999999995,0,1,0
918,36.664433,-99.23506,1543144090,2018-11-25 11:08:10,3,1,1,1,1543152420.0,1543188240.0,0.61,0.0,0.0,None,37.57,22.67,26.58,0.72,18.99,0.54,2.0,9.171,807.0,1404.0,597.0,14.899999999999999,1,0,0
919,36.994347,-85.92581,1555140166,2019-04-13 07:22:46,1,1,0,0,1555153980.0,1555201020.0,0.3,0.0287,0.94,rain,62.68,54.89,49.73,0.82,2.46,0.59,6.0,9.994,673.0,1457.0,784.0,7.789999999999999,0,1,0
920,30.945133,-81.124,1518055155,2018-02-08 01:59:15,0,0,0,0,1518005580.0,1518044820.0,0.76,0.0228,0.71,rain,73.96,61.25,59.77,0.83,6.18,0.53,5.0,9.863,733.0,1387.0,654.0,12.709999999999994,0,1,0
921,41.386387,-82.11328,1526089028,2018-05-12 01:37:08,1,1,0,0,1526033700.0,1526085480.0,0.88,0.0326,0.31,rain,55.08,46.52,38.97,0.67,5.42,0.79,5.0,3.965,615.0,1478.0,863.0,8.559999999999995,0,1,0
922,37.992264,-106.29878,1552596862,2019-03-14 20:54:22,1,1,0,0,1552569540.0,1552612320.0,0.27,0.0132,0.2,snow,27.8,8.42,11.96,0.74,3.18,0.61,6.0,9.997,799.0,1512.0,713.0,19.380000000000003,0,0,1
926,45.695988,-87.93129,1554604829,2019-04-07 02:40:29,1,1,0,0,1554549780.0,1554596820.0,0.06,0.0159,0.18,rain,45.71,36.78,38.28,0.9,2.02,1.0,4.0,5.957,683.0,1467.0,784.0,8.93,0,1,0
928,36.789455,-120.196144,1532608497,2018-07-26 12:34:57,2,1,1,0,1532610180.0,1532661240.0,0.48,0.0126,1.0,rain,101.78,70.21,53.21,0.32,4.23,0.15,10.0,8.018,783.0,1634.0,851.0,31.570000000000007,0,1,0
